VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJXCAE26J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,14,141151601,POINT (-120.56916 46.58514),PACIFICORP,53077001100
JHMZC5F37M,Kitsap,Poulsbo,WA,98370,2021,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,23,171566447,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090400
5YJ3E1EB0K,King,Seattle,WA,98199,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,36,9426525,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005803
1N4AZ0CP5D,King,Seattle,WA,98119,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,36,211807760,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005804
5YJSA1E21H,Thurston,Lacey,WA,98516,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,185810306,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,53067012226
JHMZC5F1XJ,Thurston,Olympia,WA,98506,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,22,153785726,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
3FA6P0PU1G,Thurston,Tumwater,WA,98501,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,347508836,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010802
WA1F2AFY8P,Thurston,Lacey,WA,98516,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,22,227213871,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,53067012225
1FADP5CU0E,Thurston,Rochester,WA,98579,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,20,229811151,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012710
5YJSA1CP1D,Kitsap,Bremerton,WA,98312,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,26,164768075,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,53035081100
1N4AZ0CP3F,Thurston,Lacey,WA,98503,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,193420811,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628
7SAYGDEF4N,Yakima,Yakima,WA,98908,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,187486883,POINT (-120.56916 46.58514),PACIFICORP,53077002804
5YJ3E1EC7L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,22,2135486,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011422
5YJ3E1EB2L,Thurston,Olympia,WA,98516,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,124645363,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,53067012221
1FADP5FU4H,Thurston,Lacey,WA,98513,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,22,139887513,POINT (-122.81754499999994 46.98876000000007),PUGET SOUND ENERGY INC,53067011623
KNDCM3LD8L,Kitsap,Bainbridge Island,WA,98110,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,23,157737730,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902
1N4AZ0CP0F,Yakima,Yakima,WA,98902,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,14,124092398,POINT (-120.52301 46.60138),PACIFICORP,53077001000
5YJSA1S18E,Thurston,Olympia,WA,98502,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,22,235148434,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
1G1RC6E46F,Snohomish,Everett,WA,98204,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,21,224494658,POINT (-122.25527 47.90456),PUGET SOUND ENERGY INC,53061041905
1G1FX6S0XH,Chelan,Leavenworth,WA,98826,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,12,133848662,POINT (-120.65754 47.5982),PUD NO 1 OF CHELAN COUNTY,53007960201
5YJ3E1EA9L,Thurston,Lacey,WA,98516,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,103034676,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,53067012330
5YJSA1DN0D,Snohomish,Mill Creek,WA,98012,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,44,130615607,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061041704
1G1RA6E47C,Snohomish,Snohomish,WA,98290,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,44,207801492,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052607
1N4BZ0CP1H,Thurston,Olympia,WA,98506,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,258019618,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJSA1DP5D,Skagit,Mount Vernon,WA,98273,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,40,228899387,POINT (-122.33897499999995 48.41333000000003),PUGET SOUND ENERGY INC,53057952200
WMEFJ9BA6H,Snohomish,Arlington,WA,98223,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,38,153988418,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,53061053102
JN1AZ0CP4C,King,Seattle,WA,98103,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,36,181732477,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500
1N4AZ1CP9J,Thurston,Olympia,WA,98502,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,35,111803415,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
5YJ3E1EB4K,Yakima,Yakima,WA,98902,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,270673084,POINT (-120.52301 46.60138),PACIFICORP,53077000700
5UXKT0C33H,Snohomish,Lake Stevens,WA,98258,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,44,146525333,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052607
5YJYGDEEXL,Snohomish,Snohomish,WA,98296,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1,107819932,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052112
5YJ3E1EB8K,Skagit,Burlington,WA,98233,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,10,324917085,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951900
5YJ3E1EA0J,Skagit,Anacortes,WA,98221,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40,333177358,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940402
1N4AZ0CP7D,Skagit,Anacortes,WA,98221,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,40,247282486,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940500
1N4AZ1CP7J,Snohomish,Edmonds,WA,98020,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,21,235442777,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050402
5YJ3E1EB6L,Snohomish,Everett,WA,98201,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,38,101991081,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040100
KNDRJDLH1N,Snohomish,Bothell,WA,98021,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,1,190573260,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
1G1FZ6S08L,Snohomish,Sultan,WA,98294,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,39,166824304,POINT (-121.81688 47.8623),PUGET SOUND ENERGY INC,53061053802
5YJ3E1EB9J,Spokane,Spokane,WA,99207,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,3,286454864,POINT (-117.3973 47.67573),MODERN ELECTRIC WATER COMPANY,53063001500
5YJ3E1EA6L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,21,127506886,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051922
JTDKARFP5L,Snohomish,Lake Stevens,WA,98258,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,44,177542704,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052604
WBY1Z4C57F,Whitman,Pullman,WA,99163,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,9,218329275,POINT (-117.18147 46.73015),AVISTA CORP,53075000400
1N4AZ1CP0L,Snohomish,Snohomish,WA,98296,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,1,132843623,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052112
5YJSA1E15H,Thurston,Yelm,WA,98597,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,2,477498283,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
1N4AZ0CPXD,Snohomish,Lake Stevens,WA,98258,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44,243742670,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052506
5YJXCDE27H,Yakima,Yakima,WA,98901,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,15,193775536,POINT (-120.50721 46.60448),PACIFICORP,53077001701
1N4AZ0CP8D,Kitsap,Port Orchard,WA,98366,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,26,163198437,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092500
1G1FX6S00H,Snohomish,Arlington,WA,98223,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,39,260006043,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,53061052701
5YJ3E1EB0K,Kitsap,Bainbridge Island,WA,98110,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,23,478792107,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035091002
5YJ3E1EB8L,Snohomish,Edmonds,WA,98020,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,21,102950508,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050502
1C4JJXR66P,Whitman,Pullman,WA,99163,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,9,220449078,POINT (-117.18147 46.73015),AVISTA CORP,53075000601
KL8CK6S04F,Whitman,Palouse,WA,99161,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,9,3274211,POINT (-117.0768 46.9101),AVISTA CORP,53075000700
5YJSA1E25F,Snohomish,Edmonds,WA,98026,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,21,4157289,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200
5YJSA1DPXD,Snohomish,Mill Creek,WA,98012,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,44,178261310,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052004
1N4AZ1CP4L,Snohomish,Monroe,WA,98272,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,39,121869226,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
5YJYGDEE9L,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,38,122977942,POINT (-122.17672999999996 48.05542000000003),PUGET SOUND ENERGY INC,53061052903
1N4BZ0CPXH,Snohomish,Bothell,WA,98021,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,1,102295259,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
1N4AZ1CPXK,Snohomish,Everett,WA,98208,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,38,478423396,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041805
5UXTA6C00P,Snohomish,Edmonds,WA,98026,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,32,216932677,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050700
5YJ3E1EB6K,Snohomish,Edmonds,WA,98026,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21,171638421,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200
1G1FX6S04H,Snohomish,Edmonds,WA,98020,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,32,104156608,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050800
5YJ3E1EA1J,Thurston,Yelm,WA,98597,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2,474276092,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
3C3CFFGE3F,Snohomish,Mukilteo,WA,98275,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,21,476545576,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061041301
5YJSA1E28H,Snohomish,Monroe,WA,98272,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,39,327646336,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052211
1FADP5CU9G,Snohomish,Monroe,WA,98272,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,39,120557692,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
5YJSA1E21L,Snohomish,Brier,WA,98036,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,1,110207541,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
5YJXCBE26J,Snohomish,Mill Creek,WA,98012,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,44,292888228,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061041704
5YJ3E1EB3L,Snohomish,Lynnwood,WA,98037,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,32,110247861,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
1G1RA6E4XD,Skagit,Mount Vernon,WA,98274,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,10,129709919,POINT (-122.32267 48.41626),PUGET SOUND ENERGY INC,53057952600
JTDKARFP5H,Snohomish,Everett,WA,98203,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,38,347883539,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041202
YV4BR0DL7N,Skagit,Mount Vernon,WA,98274,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,10,234969962,POINT (-122.32267 48.41626),PUGET SOUND ENERGY INC,53057952600
5YJ3E1EA6J,Snohomish,Lynnwood,WA,98036,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,171547750,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
1G1RB6S58J,Stevens,Kettle Falls,WA,99141,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,7,127169318,POINT (-118.06211 48.61053),AVISTA CORP,53065950102
1N4AZ0CP7D,Douglas,Orondo,WA,98843,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,12,210717769,POINT (-120.22795 47.62352),PUD NO 1 OF DOUGLAS COUNTY,53017950101
1G1RC6S51G,Spokane,Spokane,WA,99223,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,3,298541008,POINT (-117.36043 47.63396),MODERN ELECTRIC WATER COMPANY,53063004601
1G1RE6E47C,Yakima,Selah,WA,98942,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,15,477578370,POINT (-120.53113 46.65404),PACIFICORP,53077003100
YV4BR0CM9N,Yakima,Yakima,WA,98908,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,14,196640419,POINT (-120.56916 46.58514),PACIFICORP,53077000401
5YJ3E1ECXL,Skagit,Mount Vernon,WA,98273,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,40,4647072,POINT (-122.33897499999995 48.41333000000003),PUGET SOUND ENERGY INC,53057952304
5YJ3E1EB2L,Yakima,Yakima,WA,98901,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,15,103663885,POINT (-120.50721 46.60448),PACIFICORP,53077001602
KNDCE3LG6K,Thurston,Olympia,WA,98516,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,4760108,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,53067012221
5YJXCBE41J,Yakima,Yakima,WA,98903,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,14,209125255,POINT (-120.47794 46.55282),PACIFICORP,53077002803
5YJ3E1EB9J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14,157470960,POINT (-120.56916 46.58514),PACIFICORP,53077000402
KNDCC3LG0L,Island,Oak Harbor,WA,98277,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,10,153980179,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970300
5YJ3E1EC4N,Whitman,Pullman,WA,99163,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,190046503,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
1G1FW6S06H,Island,Clinton,WA,98236,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,10,132227280,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972000
5YJ3E1EB0K,Yakima,Yakima,WA,98908,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,225951827,POINT (-120.56916 46.58514),PACIFICORP,53077000402
KL8CL6S04F,Spokane,Cheney,WA,99004,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,6,210062345,POINT (-117.57445 47.48928),CITY OF CHENEY - (WA),53063014002
1FADP3R44J,Snohomish,Snohomish,WA,98290,2018,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100,0,44,201858905,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052502
3FA6P0PU2E,Snohomish,Granite Falls,WA,98252,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,39,162941404,POINT (-121.96931 48.08157),PUGET SOUND ENERGY INC,53061053604
KNDJX3AE5H,Snohomish,Snohomish,WA,98296,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,44,106821781,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052122
5YJSA1E2XG,Thurston,Olympia,WA,98516,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,175915372,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,53067012224
5YJXCBE2XG,Thurston,Lacey,WA,98509,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,22,174187562,,PUGET SOUND ENERGY INC,53067011410
1N4AZ0CP9E,King,Renton,WA,98059,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,11,183046804,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025103
YV4H60DA7P,Thurston,Olympia,WA,98506,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,225983873,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
1N4AZ0CP3D,Thurston,Lacey,WA,98503,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,22,150096600,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011422
JN1AZ0CP0C,Whitman,Pullman,WA,99163,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,9,154824582,POINT (-117.18147 46.73015),AVISTA CORP,53075000400
5YJ3E1EA1J,Spokane,Spokane,WA,99203,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,6,475836294,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004200
KNDCC3LG0L,Whitman,Pullman,WA,99163,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,9,219036443,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
3FA6P0PU4H,Island,Clinton,WA,98236,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,10,118698989,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972100
5YJYGDEE1L,Spokane,Spokane,WA,99201,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,3,132257436,POINT (-117.41162 47.65726),MODERN ELECTRIC WATER COMPANY,53063003500
WAUUPBFF5H,Snohomish,Everett,WA,98203,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,38,139635317,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041100
1G1RF6E42D,Thurston,Olympia,WA,98501,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,35,477774440,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011821
1N4AZ0CP1D,,,AP,,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,,112277063,,,
5YJ3E1EA5K,,,BC,,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,,475254825,,,
5UXTA6C00N,Walla Walla,Walla Walla,WA,99362,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,16,204897983,POINT (-118.34261 46.07068),PACIFICORP,53071920200
5YJ3E1EB7J,Thurston,Olympia,WA,98501,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,151476559,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010100
1N4BZ1CP8K,Island,Freeland,WA,98249,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,10,474820860,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971301
5YJ3E1EBXL,Yakima,Yakima,WA,98908,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,14,131444610,POINT (-120.56916 46.58514),PACIFICORP,53077002801
5YJSA1E25K,Thurston,Olympia,WA,98513,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,0,2,220285810,POINT (-122.81754499999994 46.98876000000007),PUGET SOUND ENERGY INC,53067012332
3FA6P0SU5H,Yakima,Yakima,WA,98902,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,14,186604771,POINT (-120.52301 46.60138),PACIFICORP,53077001202
KNDCD3LDXL,Thurston,Olympia,WA,98503,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,2,141774307,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628
